Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop
864;"Größe 32 - 34 - 36 - 38:select:1";38:1;"VIP-5021_black _M";;;;27.500000;0.000000;0.00;6;1;0;0;;;0;
864;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5021_black_S;;;;27.500000;0.000000;0.00;4;1;0;1;;;0;
865;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5021_red_L;;;;27.500000;0.000000;0.00;5;0;0;0;;;0;
865;"Größe 32 - 34 - 36 - 38:select:1";38:1;"VIP-5021_red _M";;;;27.500000;0.000000;0.00;5;1;0;0;;;0;
865;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5021_red_S;;;;27.500000;0.000000;0.00;6;1;0;1;;;0;
867;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5002_black_38;;4250781841200;;18.500000;0.000000;0.00;1;0;0;0;;;0;
867;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5002_black_36;;4250781841194;;18.500000;0.000000;0.00;2;1;0;0;;;0;
867;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5002_black_40;;4250781841217;;18.500000;0.000000;0.00;1;1;0;0;;;0;
867;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5002_black_34;;4250781841187;;18.500000;0.000000;0.00;2;1;0;1;;;0;
867;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5002_black_42;;4250781841224;;18.500000;0.000000;0.00;1;1;0;0;;;0;
867;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5002_black_44;;4250781841231;;18.500000;0.000000;0.00;1;1;0;0;;;0;
868;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5002_blue_38;;4250781841262;;18.500000;0.000000;0.00;2;0;0;0;;;0;
868;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5002_blue_36;;4250781841255;;18.500000;0.000000;0.00;1;1;0;0;;;0;
868;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5002_blue_40;;4250781841279;;18.500000;0.000000;0.00;0;1;0;0;;;0;
868;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5002_blue_42;;4250781841286;;18.500000;0.000000;0.00;1;1;0;0;;;0;
868;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5002_blue_44;;4250781841293;;18.500000;0.000000;0.00;2;1;0;0;;;0;
868;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5002_blue_34;;4250781841248;;18.500000;0.000000;0.00;2;1;0;1;;;0;
869;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5002_green_38;;4250781841323;;18.500000;0.000000;0.00;1;0;0;0;;;0;
869;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5002_green_36;;4250781841316;;18.500000;0.000000;0.00;1;1;0;0;;;0;
869;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5002_green_40;;4250781841330;;18.500000;0.000000;0.00;1;1;0;0;;;0;
869;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5002_green_42;;4250781841347;;18.500000;0.000000;0.00;5;1;0;0;;;0;
869;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5002_green_44;;4250781841354;;18.500000;0.000000;0.00;1;1;0;0;;;0;
869;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5002_green_34;;4250781841309;;18.500000;0.000000;0.00;1;1;0;1;;;0;
870;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5002_red_38;;4250781841385;;18.500000;0.000000;0.00;0;0;0;0;;;0;
870;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5002_red_36;;4250781841378;;18.500000;0.000000;0.00;1;1;0;0;;;0;
870;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5002_red_40;;4250781841392;;18.500000;0.000000;0.00;2;1;0;0;;;0;
870;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5002_red_42;;4250781841408;;18.500000;0.000000;0.00;1;1;0;0;;;0;
870;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5002_red_44;;4250781841415;;18.500000;0.000000;0.00;3;1;0;0;;;0;
870;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5002_red_34;;4250781841361;;18.500000;0.000000;0.00;1;1;0;1;;;0;
873;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5004_red_38;;4250781841569;;17.000000;0.000000;0.00;1;0;0;0;;;0;
873;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5004_red_36;;4250781841552;;17.000000;0.000000;0.00;1;1;0;0;;;0;
873;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5004_red_40;;4250781841576;;17.000000;0.000000;0.00;6;1;0;0;;;0;
873;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5004_red_42;;4250781841583;;17.000000;0.000000;0.00;4;1;0;0;;;0;
873;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5004_red_44;;4250781841590;;17.000000;0.000000;0.00;4;1;0;0;;;0;
873;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5004_red_34;;4250781841545;;17.000000;0.000000;0.00;4;1;0;1;;;0;
874;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5004_green_38;;4250781841620;;17.000000;0.000000;0.00;2;0;0;0;;;0;
874;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5004_green_36;;4250781841613;;17.000000;0.000000;0.00;1;1;0;0;;;0;
874;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5004_green_40;;4250781841637;;17.000000;0.000000;0.00;2;1;0;0;;;0;
874;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5004_green_42;;4250781841644;;17.000000;0.000000;0.00;3;1;0;0;;;0;
874;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5004_green_44;;4250781841651;;17.000000;0.000000;0.00;4;1;0;0;;;0;
874;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5004_green_34;;4250781841606;;17.000000;0.000000;0.00;4;1;0;1;;;0;
875;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5004_purple_38;;4250781841682;;17.000000;0.000000;0.00;3;0;0;0;;;0;
875;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5004_purple_36;;4250781841675;;17.000000;0.000000;0.00;3;1;0;0;;;0;
875;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5004_purple_40;;4250781841699;;17.000000;0.000000;0.00;4;1;0;0;;;0;
875;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5004_purple_42;;4250781841705;;17.000000;0.000000;0.00;5;1;0;0;;;0;
875;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5004_purple_44;;4250781841712;;17.000000;0.000000;0.00;3;1;0;0;;;0;
875;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5004_purple_34;;4250781841668;;17.000000;0.000000;0.00;4;1;0;1;;;0;
889;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5010_black_38;;4250781842320;;18.000000;0.000000;0.00;0;0;0;0;;;0;
889;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5010_black_36;;4250781842313;;18.000000;0.000000;0.00;1;1;0;0;;;0;
889;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5010_black_40;;4250781842337;;18.000000;0.000000;0.00;0;1;0;0;;;0;
889;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5010_black_42;;4250781842344;;18.000000;0.000000;0.00;1;1;0;0;;;0;
889;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5010_black_44;;4250781842351;;18.000000;0.000000;0.00;0;1;0;0;;;0;
889;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5010_black_34;;4250781842306;;18.000000;0.000000;0.00;1;1;0;1;;;0;
890;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5010_green_38;;4250781842382;;18.000000;0.000000;0.00;0;0;0;0;;;0;
890;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5010_green_36;;4250781842375;;18.000000;0.000000;0.00;0;1;0;0;;;0;
890;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5010_green_40;;4250781842399;;18.000000;0.000000;0.00;1;1;0;0;;;0;
890;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5010_green_42;;4250781842405;;18.000000;0.000000;0.00;0;1;0;0;;;0;
890;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5010_green_44;;4250781842412;;18.000000;0.000000;0.00;0;1;0;0;;;0;
890;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5010_green_34;;4250781842368;;18.000000;0.000000;0.00;0;1;0;1;;;0;
891;"Größe 32 - 34 - 36 - 38:select:1";38:1;VIP-5010_yellow_38;;4250781842443;;18.000000;0.000000;0.00;1;0;0;0;;;0;
891;"Größe 32 - 34 - 36 - 38:select:1";36:1;VIP-5010_yellow_36;;4250781842436;;18.000000;0.000000;0.00;1;1;0;0;;;0;
891;"Größe 32 - 34 - 36 - 38:select:1";40:1;VIP-5010_yellow_40;;4250781842450;;18.000000;0.000000;0.00;3;1;0;0;;;0;
891;"Größe 32 - 34 - 36 - 38:select:1";42:1;VIP-5010_yellow_42;;4250781842467;;18.000000;0.000000;0.00;1;1;0;0;;;0;
891;"Größe 32 - 34 - 36 - 38:select:1";44:1;VIP-5010_yellow_44;;4250781842474;;18.000000;0.000000;0.00;2;1;0;0;;;0;
891;"Größe 32 - 34 - 36 - 38:select:1";34:1;VIP-5010_yellow_34;;4250781842429;;18.000000;0.000000;0.00;1;1;0;1;;;0;

